Link,Dead Link Count
https://en.wikipedia.org/w/index.php?title=Wikipedia:Rollback/Mainspace_count&action=edit,1
https://en.wikipedia.org/wiki/Category:Sandbox_templates,1
https://en.wikipedia.org/wiki/Editnotices/Group/User:The_wub,1
https://en.wikipedia.org/wiki/H.A.G.G.%CE%A3.R%3F,1
https://en.wikipedia.org/wiki/Nuclear_warfare,1
https://en.wikipedia.org/wiki/Oral_history,1
https://en.wikipedia.org/wiki/Special:Log/IndonesiaSocmedController,1
https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Category:Sandbox_templates,3
https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Module:Category_see_also,1
https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Module:Template_test_case/config,1
https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Module:WikidataCheck,1
https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Template:WikiProject_Userboxes,1
https://en.wikipedia.org/wiki/Special:WhatLinksHere/Talk:$%27%222,3
https://en.wikipedia.org/wiki/Special:WhatLinksHere/Template:WikiProject_Userboxes,1
https://en.wikipedia.org/wiki/Special:WhatLinksHere/Template_talk:Editnotices/Group/User:The_wub,3
https://en.wikipedia.org/wiki/Special:WhatLinksHere/Template_talk:Editnotices/Page/AEV_3_Kodiak,3
https://en.wikipedia.org/wiki/Special:WhatLinksHere/Template_talk:Editnotices/Page/User:The_wub/uptop,3
https://en.wikipedia.org/wiki/Special:WhatLinksHere/User_talk:FRANCJALS,3
https://en.wikipedia.org/wiki/Special:WhatLinksHere/User_talk:Khelben_%22Blackstaff%22_Arunsun,2
https://en.wikipedia.org/wiki/Special:WhatLinksHere/User_talk:The_wub/vector.js,3
https://en.wikipedia.org/wiki/Special:WhatLinksHere/User_talk:Ymblanter/Editnotice,3
https://en.wikipedia.org/wiki/Template:Editnotices/Group/User:The_wub,1
https://en.wikipedia.org/wiki/User:The_wub/vector.js,2
https://en.wikipedia.org/wiki/User:Ymblanter/Editnotice,1
https://en.wikipedia.org/wiki/User_talk:Khelben_%22Blackstaff%22_Arunsun,1
